,0
1913,{α}
1914,{α}
1915,{α}
1916,"{α, η}"
1917,{α}
1918,{α}
1919,"{α, β}"
1920,{α}
1921,{other}
1922,"{α, γ}"
1923,{α}
1924,{α}
1925,{α}
1926,{α}
1927,{}
1928,{α}
1929,{other}
1930,{α}
1931,{α}
1932,{α}
1933,{α}
1934,{α}
1935,{α}
1936,{α}
1937,{α}
1938,{α}
1939,"{α, θ}"
1940,{α}
1941,{α}
1942,{α}
1943,{α}
1944,{}
1945,{α}
1946,{α}
1947,"{α, ε, θ}"
1948,{α}
1949,{α}
1950,{α}
1951,{α}
1952,{other}
1953,{α}
1954,{α}
1955,{α}
1956,{α}
1957,{α}
1958,{α}
1959,{}
1960,{α}
1961,{α}
1962,"{α, γ}"
1963,{α}
1964,{α}
1965,{α}
1966,"{α, ε}"
1967,{α}
1968,{α}
1969,{α}
1970,"{α, η}"
1971,{}
1972,{α}
1973,{α}
1974,"{α, β}"
1975,{other}
1976,{α}
1977,{α}
1978,{other}
1979,{α}
1980,{α}
1981,{α}
1982,{α}
1983,{α}
1984,"{α, η}"
1985,{α}
1986,{α}
1987,{α}
1988,{α}
1989,{α}
1990,{α}
1991,"{α, θ}"
1992,{α}
1993,{α}
1994,{other}
1995,{α}
1996,{α}
1997,{α}
1998,{α}
1999,{α}
2000,{α}
2001,{α}
2002,"{α, η}"
2003,{α}
2004,{}
2005,{α}
2006,{α}
2007,{α}
2008,{α}
2009,"{α, η}"
2010,{α}
2011,{}
2012,{α}
2013,{α}
2014,{α}
2015,{α}
2016,{other}
2017,{α}
2018,"{α, η}"
2019,{α}
2020,{α}
2021,{α}
2022,"{α, γ}"
2023,"{α, δ}"
2024,"{α, β}"
2025,{α}
2026,{α}
2027,"{α, η}"
2028,{α}
2029,{other}
2030,{α}
2031,{α}
2032,{other}
2033,"{α, η}"
2034,{α}
2035,"{α, γ}"
2036,{α}
2037,{α}
2038,{α}
2039,{α}
2040,{α}
2041,{α}
2042,"{α, η}"
2043,{}
2044,{α}
2045,{α}
2046,{α}
2047,{α}
2048,"{α, γ}"
2049,{α}
2050,{α}
2051,{}
2052,{α}
2053,"{α, η}"
2054,{α}
2055,"{α, η}"
2056,{α}
2057,"{α, μ}"
2058,{α}
2059,{α}
2060,{α}
2061,{α}
2062,{α}
2063,{α}
2064,{α}
2065,"{α, η}"
2066,{α}
2067,{α}
2068,{}
2069,{α}
2070,{α}
2071,{α}
2072,"{α, ε}"
2073,{α}
2074,{α}
2075,{α}
2076,{α}
2077,{α}
2078,{α}
2079,{α}
2080,{α}
2081,{α}
2082,{α}
2083,{α}
2084,"{α, γ}"
2085,{α}
2086,{α}
2087,{α}
2088,{α}
2089,"{α, η}"
2090,{α}
2091,{α}
2092,"{α, δ}"
2093,{α}
2094,{α}
2095,{α}
2096,{α}
2097,{α}
2098,{α}
2099,{α}
2100,{α}
2101,{α}
2102,{α}
2103,{α}
2104,{α}
2105,{α}
2106,{α}
2107,{α}
2108,{α}
2109,{α}
2110,{α}
2111,{α}
2112,{other}
2113,{α}
2114,{}
2115,{α}
2116,{α}
2117,{α}
2118,{other}
2119,{α}
2120,{α}
2121,{α}
2122,{α}
2123,{α}
2124,{α}
2125,{α}
2126,"{α, θ}"
2127,{α}
2128,{α}
2129,{other}
2130,{α}
2131,{α}
2132,{α}
2133,"{α, γ}"
2134,{α}
2135,{α}
2136,"{α, δ}"
2137,{α}
2138,{α}
2139,{α}
2140,"{α, γ}"
2141,{α}
2142,{α}
2143,{α}
2144,{α}
2145,{α}
2146,{α}
2147,{α}
2148,{α}
2149,{α}
2150,{}
2151,{α}
2152,{α}
2153,{α}
2154,{α}
2155,"{α, β}"
2156,"{α, η}"
2157,{α}
2158,{α}
2159,{α}
2160,"{α, η}"
2161,{α}
2162,{α}
2163,{α}
2164,{α}
2165,{α}
2166,{α}
2167,{α}
2168,{α}
2169,{α}
2170,{α}
2171,"{α, η}"
2172,{α}
2173,"{α, δ}"
2174,{α}
2175,{α}
2176,{}
2177,{α}
2178,{α}
2179,{α}
2180,{α}
2181,"{α, γ}"
2182,{α}
2183,{α}
2184,"{α, θ}"
2185,{}
2186,{α}
2187,{α}
2188,{α}
2189,{α}
2190,{other}
2191,{α}
2192,{other}
2193,"{α, γ}"
2194,{other}
2195,{α}
2196,{α}
2197,{}
2198,{other}
2199,{α}
2200,{α}
2201,{α}
2202,{α}
2203,{α}
2204,"{α, η}"
2205,{α}
2206,{α}
2207,{α}
2208,"{α, δ}"
2209,{α}
2210,{α}
2211,"{α, γ}"
2212,{α}
2213,{α}
2214,"{α, ε}"
2215,{α}
2216,"{α, η}"
2217,{other}
2218,{α}
2219,{α}
2220,{other}
2221,{other}
2222,{α}
2223,{α}
2224,"{α, θ}"
2225,{α}
2226,{α}
2227,{α}
2228,{α}
2229,"{α, γ}"
2230,"{α, ε, η}"
2231,{α}
2232,{other}
2233,{other}
2234,{α}
2235,"{α, η}"
2236,"{α, η}"
2237,{α}
2238,{α}
2239,{α}
2240,{other}
2241,"{α, β}"
2242,{α}
2243,{α}
2244,"{α, η}"
2245,{α}
2246,{}
2247,"{α, θ}"
2248,"{α, ψ}"
2249,{other}
2250,"{α, γ}"
2251,"{α, η}"
2252,{α}
2253,"{α, η}"
2254,{α}
2255,{α}
2256,{α}
2257,{α}
2258,"{α, η}"
2259,{α}
2260,{α}
2261,{α}
2262,"{α, γ}"
2263,"{α, ε, θ}"
2264,{α}
2265,{}
2266,{α}
2267,{}
2268,{α}
2269,{α}
2270,{α}
2271,{α}
2272,{α}
2273,{α}
2274,"{α, δ}"
2275,{α}
2276,"{α, ψ}"
2277,"{α, η}"
2278,{α}
2279,{α}
2280,{α}
2281,{α}
2282,{α}
2283,{α}
2284,{α}
2285,{α}
2286,{α}
2287,{α}
2288,"{α, ε}"
2289,{α}
2290,{α}
2291,{α}
2292,{α}
2293,"{α, γ}"
2294,{other}
2295,{α}
2296,{α}
2297,{α}
2298,{α}
2299,{α}
2300,{α}
2301,{α}
2302,"{α, θ}"
2303,{α}
2304,"{α, η}"
2305,{α}
2306,{α}
2307,{α}
2308,{other}
2309,{α}
2310,{α}
2311,{α}
2312,"{α, γ}"
2313,{other}
2314,{α}
2315,{α}
2316,{other}
2317,"{α, γ}"
2318,{α}
2319,"{α, η}"
2320,{α}
2321,{α}
2322,{α}
2323,{α}
2324,{α}
2325,{α}
2326,{}
2327,{α}
2328,{other}
2329,"{α, λ}"
2330,"{α, μ}"
2331,{α}
2332,{other}
2333,{α}
2334,{α}
2335,{}
2336,{α}
2337,{α}
2338,{α}
2339,{α}
2340,"{α, ψ}"
2341,{}
2342,"{α, γ}"
2343,"{α, ε, η}"
2344,{α}
2345,{α}
2346,{}
2347,{α}
2348,{α}
2349,{α}
2350,{α}
2351,{}
2352,{α}
2353,{α}
2354,{α}
2355,"{α, δ}"
2356,{α}
2357,{α}
2358,{other}
2359,{}
2360,{α}
2361,"{α, η}"
2362,{α}
2363,{α}
2364,{α}
2365,{α}
2366,"{α, η}"
2367,{α}
2368,"{α, γ}"
2369,{}
2370,{α}
2371,{α}
2372,{α}
2373,{α}
2374,"{α, η}"
2375,{α}
2376,{}
2377,{α}
2378,{}
2379,"{α, β}"
2380,{α}
2381,{α}
2382,{α}
2383,{α}
2384,{α}
2385,{α}
2386,{α}
2387,{α}
2388,{α}
2389,{α}
2390,{α}
2391,{α}
2392,{α}
2393,{α}
2394,{α}
2395,"{α, δ}"
2396,{}
2397,{α}
2398,"{α, η}"
2399,{α}
2400,{α}
2401,{α}
2402,{α}
2403,{α}
2404,"{α, η}"
2405,"{α, δ}"
2406,"{α, η}"
2407,{α}
2408,{}
2409,{α}
2410,{other}
2411,{α}
2412,"{α, η}"
2413,"{α, γ}"
2414,{α}
2415,{α}
2416,{α}
2417,{α}
2418,{}
2419,{α}
2420,{α}
2421,{α}
2422,{α}
2423,"{α, η}"
2424,{α}
2425,"{α, η}"
2426,{α}
2427,{α}
2428,{α}
2429,{α}
2430,"{α, γ}"
2431,{α}
2432,"{α, η}"
2433,{α}
2434,{α}
2435,"{α, γ}"
2436,{α}
2437,{α}
2438,{other}
2439,{α}
2440,"{α, η}"
2441,{}
2442,"{α, η}"
2443,{α}
2444,{other}
2445,{α}
2446,"{α, ε}"
2447,{α}
2448,{α}
2449,"{α, μ}"
2450,"{α, δ}"
2451,{α}
2452,{α}
2453,"{α, γ}"
2454,{α}
2455,{α}
2456,{}
2457,{α}
2458,{α}
2459,{}
2460,{other}
2461,"{α, η}"
2462,{α}
2463,{α}
2464,{α}
2465,"{α, η}"
2466,"{α, η}"
2467,{α}
2468,{α}
2469,{α}
2470,"{α, γ}"
2471,{α}
2472,{α}
2473,{α}
2474,{α}
2475,{α}
2476,{α}
2477,{α}
2478,{α}
2479,{α}
2480,"{α, γ}"
2481,{α}
2482,{}
2483,{α}
2484,{other}
2485,{α}
2486,{α}
2487,{α}
2488,{α}
2489,{α}
2490,{α}
2491,{α}
2492,{α}
2493,{α}
2494,{α}
2495,{α}
2496,{α}
2497,{α}
2498,{α}
2499,{α}
2500,{α}
2501,"{α, μ}"
2502,"{α, δ}"
2503,{α}
2504,{α}
2505,{α}
2506,{α}
2507,{α}
2508,{α}
2509,{α}
2510,{α}
2511,{α}
2512,"{α, δ}"
2513,{α}
2514,{α}
2515,{other}
2516,{α}
2517,"{α, β}"
2518,"{α, η}"
2519,"{α, γ}"
2520,{α}
2521,"{α, γ}"
2522,{α}
2523,{α}
2524,"{α, θ}"
2525,{α}
2526,{α}
2527,{α}
2528,{α}
2529,{α}
2530,{α}
2531,{α}
2532,{α}
2533,"{α, η}"
2534,"{α, γ}"
2535,"{α, η}"
2536,{α}
2537,"{α, η}"
2538,{α}
2539,"{α, η}"
2540,{α}
2541,{α}
2542,{α}
2543,{α}
2544,{α}
2545,{α}
2546,{α}
2547,{α}
2548,{}
2549,{α}
2550,{other}
2551,{α}
2552,{α}
2553,{other}
2554,{α}
2555,{α}
2556,"{α, η}"
2557,{α}
2558,{α}
2559,{α}
2560,{α}
2561,{α}
2562,{α}
2563,{α}
2564,{α}
2565,{α}
2566,{}
2567,{α}
2568,{α}
2569,{α}
2570,"{α, β}"
2571,{α}
2572,{α}
2573,{α}
2574,{}
2575,{α}
2576,"{α, γ}"
2577,{other}
2578,{α}
2579,{α}
2580,{α}
2581,{α}
2582,{α}
2583,{α}
2584,{}
2585,{α}
2586,{α}
2587,{α}
2588,{α}
2589,{α}
2590,{}
2591,"{α, η}"
2592,{}
2593,{α}
2594,{α}
2595,{α}
2596,{other}
2597,"{α, γ}"
2598,"{α, η}"
2599,{α}
2600,{α}
2601,"{α, η}"
2602,{α}
2603,{other}
2604,"{α, η}"
2605,{α}
2606,"{α, γ}"
2607,{α}
2608,{}
2609,"{α, γ}"
2610,{α}
2611,{α}
2612,{α}
2613,{α}
2614,{α}
2615,{α}
2616,{α}
2617,"{α, β}"
2618,{α}
2619,{α}
2620,{α}
2621,"{α, β}"
2622,"{α, ψ}"
2623,{α}
2624,{other}
2625,"{α, η}"
2626,{α}
2627,{α}
2628,{α}
2629,{α}
2630,"{α, η}"
2631,{}
2632,{α}
2633,"{α, η}"
2634,{α}
2635,"{α, η}"
2636,{other}
2637,{α}
2638,{α}
2639,{α}
2640,{α}
2641,{other}
2642,{α}
2643,{α}
2644,{α}
2645,{α}
2646,{other}
2647,{α}
2648,{α}
2649,{}
2650,"{α, γ}"
2651,"{α, γ}"
2652,{α}
2653,"{α, β}"
2654,"{α, β}"
2655,{}
2656,"{α, γ}"
2657,{α}
2658,{α}
2659,{}
2660,{α}
2661,"{α, γ}"
2662,{α}
2663,{}
2664,{α}
2665,{α}
2666,{α}
2667,{α}
2668,{α}
2669,{}
2670,"{α, ψ}"
2671,{α}
2672,{α}
2673,"{α, ε}"
2674,{other}
2675,{α}
2676,{α}
2677,{}
2678,{α}
2679,{α}
2680,"{α, η}"
2681,{α}
2682,{α}
2683,{α}
2684,"{α, γ}"
2685,{α}
2686,"{α, β}"
2687,{α}
2688,{other}
2689,{α}
2690,"{α, γ}"
2691,{}
2692,{α}
2693,{α}
2694,{other}
2695,"{α, η}"
2696,{}
2697,{α}
2698,{other}
2699,{α}
2700,{other}
2701,{α}
2702,{α}
2703,{α}
2704,{α}
2705,"{α, γ}"
2706,{α}
2707,{α}
2708,{other}
2709,{α}
2710,"{α, β}"
2711,{α}
2712,{α}
2713,"{α, η}"
2714,"{α, η}"
2715,{α}
2716,{α}
2717,{α}
2718,{α}
2719,"{α, γ}"
2720,{α}
2721,{α}
2722,{α}
2723,{α}
2724,{α}
2725,"{α, ε}"
2726,{α}
2727,{α}
2728,{α}
2729,{}
2730,{α}
2731,{α}
2732,{α}
2733,{α}
2734,{α}
2735,"{α, η}"
2736,{α}
2737,{other}
2738,{α}
2739,{}
2740,{}
2741,{α}
2742,{α}
2743,"{α, ε}"
2744,"{α, η}"
2745,"{α, β}"
2746,{α}
2747,{α}
2748,{α}
2749,{α}
2750,{α}
2751,{}
2752,{}
2753,{}
2754,{α}
2755,{α}
2756,{α}
2757,{α}
2758,{α}
2759,{α}
2760,{other}
2761,"{α, η}"
2762,{other}
2763,{α}
2764,{α}
2765,"{α, η}"
2766,{α}
2767,"{α, η}"
2768,{α}
2769,{α}
2770,{α}
2771,{α}
2772,{α}
2773,{α}
2774,{α}
2775,"{α, η}"
2776,{α}
2777,{}
2778,{α}
2779,"{α, ε, θ}"
2780,{α}
2781,{α}
2782,{α}
2783,{α}
2784,{α}
2785,{α}
2786,"{α, λ}"
2787,{α}
2788,{α}
2789,{α}
2790,"{α, η}"
2791,{α}
2792,{α}
2793,"{α, θ}"
2794,{α}
2795,{α}
2796,{α}
2797,{α}
2798,{α}
2799,"{α, η}"
2800,{α}
2801,{α}
2802,{α}
2803,{α}
2804,{α}
2805,{α}
2806,"{α, β}"
2807,{α}
2808,"{α, γ}"
2809,"{α, η}"
2810,"{α, η}"
2811,{α}
2812,{α}
2813,"{α, η}"
2814,"{α, η}"
2815,{α}
2816,{α}
2817,{other}
2818,"{α, η}"
2819,"{α, γ}"
2820,"{α, η}"
2821,{α}
2822,{α}
2823,{α}
2824,{α}
2825,{other}
2826,{α}
2827,{α}
2828,{other}
2829,{α}
2830,{α}
2831,{α}
2832,{α}
2833,"{α, γ}"
2834,{α}
2835,"{α, γ}"
2836,{α}
2837,{α}
2838,"{α, γ}"
2839,{α}
2840,{}
2841,{α}
2842,{α}
2843,{α}
2844,"{α, θ}"
2845,{α}
2846,{other}
2847,{α}
2848,"{α, η}"
2849,{α}
2850,{α}
2851,{α}
2852,{α}
2853,{}
2854,"{α, γ}"
2855,{α}
2856,"{α, γ}"
2857,{α}
2858,"{α, γ}"
2859,{α}
2860,{other}
2861,{other}
2862,{α}
2863,{α}
2864,{α}
2865,"{α, β}"
2866,{α}
2867,{α}
2868,{α}
2869,{α}
2870,{α}
2871,{}
2872,{α}
2873,{α}
2874,"{α, γ}"
2875,{α}
2876,{α}
2877,{α}
2878,{α}
2879,{α}
2880,{α}
2881,{α}
2882,{α}
2883,{α}
2884,{α}
2885,{α}
2886,{α}
2887,{α}
2888,{α}
2889,{α}
2890,{α}
2891,{α}
2892,{other}
2893,"{α, β}"
2894,{α}
2895,{α}
2896,{α}
2897,{α}
2898,"{α, β}"
2899,{α}
2900,{α}
2901,{α}
2902,{α}
2903,{α}
2904,"{α, η}"
2905,"{α, β}"
2906,"{α, η}"
2907,{α}
2908,{other}
2909,{α}
2910,"{α, ε, θ}"
2911,{α}
2912,{α}
2913,{α}
2914,"{α, γ}"
2915,{α}
2916,{α}
2917,{α}
2918,"{α, δ}"
2919,"{α, ε, θ}"
2920,{α}
2921,{α}
2922,{α}
2923,{α}
2924,{α}
2925,{α}
2926,{α}
2927,{α}
2928,{α}
2929,{α}
2930,{α}
2931,{α}
2932,{α}
2933,{α}
2934,{α}
2935,{α}
2936,{α}
2937,{other}
2938,{α}
2939,{α}
2940,"{α, η}"
2941,"{α, η}"
2942,"{α, η}"
2943,{other}
2944,{α}
2945,{α}
2946,"{α, γ}"
2947,{other}
2948,{α}
2949,{other}
2950,{α}
2951,{α}
2952,"{α, η}"
2953,{α}
2954,{}
2955,{α}
2956,"{α, ψ}"
2957,{α}
2958,{α}
2959,"{α, η}"
2960,{α}
2961,{α}
2962,"{α, η}"
2963,"{α, δ}"
2964,{α}
2965,"{α, η}"
2966,"{α, δ}"
2967,{α}
2968,{α}
2969,{α}
2970,{α}
2971,{α}
2972,{α}
2973,{α}
2974,{}
2975,{α}
2976,{α}
2977,{}
2978,"{α, γ}"
2979,{other}
2980,{α}
2981,{other}
2982,{α}
2983,{α}
2984,"{α, η}"
2985,{α}
2986,{α}
2987,{α}
2988,{α}
2989,{α}
2990,{α}
2991,{}
2992,{α}
2993,{}
2994,{}
2995,{α}
2996,{α}
2997,{α}
2998,"{α, η}"
2999,"{α, ε}"
3000,{α}
3001,{α}
3002,"{α, η}"
3003,{other}
3004,{α}
3005,"{α, η}"
3006,{α}
3007,{α}
3008,"{α, ε}"
3009,{α}
3010,{α}
3011,{α}
3012,{α}
3013,{}
3014,{α}
3015,{α}
3016,{other}
3017,"{α, ε}"
3018,{α}
3019,{α}
3020,{α}
3021,{α}
3022,{α}
3023,{α}
3024,{α}
3025,{α}
3026,{α}
3027,{α}
3028,{α}
3029,{}
3030,{α}
3031,{α}
3032,{α}
3033,{other}
3034,{α}
3035,"{α, η}"
3036,{α}
3037,{α}
3038,{α}
3039,{α}
3040,{α}
3041,{α}
3042,{α}
3043,{α}
3044,{other}
3045,"{α, δ}"
3046,{other}
3047,{α}
3048,{α}
3049,{α}
3050,{α}
3051,{α}
3052,{α}
3053,"{α, γ}"
3054,{α}
3055,{α}
3056,{}
3057,"{α, η}"
3058,{α}
3059,{α}
3060,{α}
3061,{α}
3062,{α}
3063,{α}
3064,{α}
3065,"{α, γ}"
3066,{α}
3067,{}
3068,"{α, δ}"
3069,"{α, η}"
3070,{α}
3071,{}
3072,"{α, ε}"
3073,{α}
3074,{α}
3075,{α}
3076,{α}
3077,"{α, γ}"
3078,{α}
3079,{other}
3080,{α}
3081,{α}
3082,{α}
3083,{α}
3084,"{α, μ}"
3085,{α}
3086,{α}
3087,{α}
3088,{α}
3089,{α}
3090,"{α, γ}"
3091,{α}
3092,{α}
3093,"{α, ε, θ}"
3094,{α}
3095,{α}
3096,"{α, η}"
3097,{α}
3098,{α}
3099,{α}
3100,"{α, γ}"
3101,{α}
3102,{α}
3103,{α}
3104,"{α, η}"
3105,{α}
3106,{other}
3107,{other}
3108,{α}
3109,{α}
3110,{α}
3111,{α}
3112,{α}
3113,"{α, γ}"
3114,{α}
3115,{α}
3116,"{α, γ}"
3117,{α}
3118,{α}
3119,{α}
3120,{}
3121,{α}
3122,"{α, η}"
3123,{α}
3124,"{α, η}"
3125,{α}
3126,"{α, γ}"
3127,{α}
3128,"{α, γ}"
3129,{α}
3130,{}
3131,{α}
3132,"{α, η}"
3133,{α}
3134,{}
3135,{other}
3136,{}
3137,{α}
3138,{α}
3139,{other}
3140,{α}
3141,{other}
3142,{α}
3143,{α}
3144,{}
3145,"{α, η}"
3146,{α}
3147,{α}
3148,{α}
3149,{α}
3150,{α}
3151,{α}
3152,{α}
3153,{}
3154,{α}
3155,"{α, β}"
3156,{α}
3157,"{α, η}"
3158,{α}
3159,{α}
3160,{α}
3161,{α}
3162,{α}
3163,"{α, η}"
3164,{α}
3165,{α}
3166,{α}
3167,"{α, β}"
3168,{other}
3169,{α}
3170,{α}
3171,{α}
3172,{α}
3173,{α}
3174,{α}
3175,{α}
3176,{α}
3177,{α}
3178,{α}
3179,{α}
3180,{α}
3181,{α}
3182,{α}
3183,"{α, η}"
3184,{}
3185,{}
3186,{α}
3187,{α}
3188,{other}
3189,"{α, γ}"
3190,"{α, β}"
3191,"{α, η}"
3192,"{α, θ}"
3193,{α}
3194,{α}
3195,{}
3196,{other}
3197,{α}
3198,"{α, δ}"
3199,"{α, η}"
3200,{}
3201,{other}
3202,{α}
3203,"{α, η}"
3204,{other}
3205,{α}
3206,{α}
3207,{}
3208,{α}
3209,"{α, γ}"
3210,"{α, δ}"
3211,{α}
3212,"{α, η}"
3213,{α}
3214,{α}
3215,{α}
3216,"{α, η}"
3217,{}
3218,{α}
3219,{α}
3220,{other}
3221,"{α, η}"
3222,"{α, ε}"
3223,{α}
3224,{α}
3225,"{α, γ}"
3226,"{α, η}"
3227,{α}
3228,{α}
3229,{α}
3230,{α}
3231,{α}
3232,{α}
3233,"{α, η}"
3234,{α}
3235,"{α, η}"
3236,"{α, γ}"
3237,{α}
3238,{α}
3239,{α}
3240,{α}
3241,{α}
3242,"{α, γ}"
3243,{α}
3244,{α}
3245,{other}
3246,{α}
3247,{α}
3248,"{α, θ}"
3249,{α}
3250,{α}
3251,{α}
3252,"{α, γ}"
3253,{α}
3254,{α}
3255,"{α, γ}"
3256,{α}
3257,{α}
3258,"{α, η}"
3259,"{α, η}"
3260,{α}
3261,{α}
3262,{α}
3263,{α}
3264,{other}
3265,{α}
3266,{α}
3267,{α}
3268,{α}
3269,{α}
3270,{α}
3271,{α}
3272,{other}
3273,"{α, η}"
3274,"{α, γ}"
3275,{α}
3276,{α}
3277,{α}
3278,{α}
3279,{α}
3280,"{α, β}"
3281,{α}
3282,{α}
3283,{α}
3284,{α}
3285,{α}
3286,{α}
3287,{α}
3288,"{α, ψ}"
3289,{α}
3290,{other}
3291,{α}
3292,"{α, β}"
3293,{other}
3294,{α}
3295,{α}
3296,{α}
3297,"{α, η}"
3298,{α}
3299,{α}
3300,"{α, η}"
3301,{α}
3302,{α}
3303,{α}
3304,"{α, η}"
3305,{α}
3306,{α}
3307,{α}
3308,{α}
3309,"{α, γ}"
3310,{α}
3311,{α}
3312,{}
3313,{α}
3314,{α}
3315,{other}
3316,"{α, η}"
3317,{α}
3318,{α}
3319,{α}
3320,{α}
3321,{α}
3322,{}
3323,{α}
3324,"{α, ψ}"
3325,{α}
3326,{α}
3327,{α}
3328,"{α, μ}"
3329,{}
3330,{α}
3331,"{α, θ}"
3332,{α}
3333,"{α, γ}"
3334,{α}
3335,{α}
3336,{α}
3337,{α}
3338,{α}
3339,{α}
3340,{α}
3341,{other}
3342,{α}
3343,{α}
3344,"{α, η}"
3345,{α}
3346,{α}
3347,{α}
3348,{α}
3349,"{α, β}"
3350,"{α, γ}"
3351,{α}
3352,{α}
3353,"{α, γ}"
3354,{α}
3355,"{α, δ}"
3356,"{α, η}"
3357,{α}
3358,"{α, η}"
3359,{}
3360,{α}
3361,{other}
3362,{α}
3363,{α}
3364,{α}
3365,{α}
3366,"{α, γ}"
3367,{α}
3368,{α}
3369,{α}
3370,{α}
3371,"{α, θ}"
3372,{α}
3373,{α}
3374,{other}
3375,"{α, η}"
3376,"{α, η}"
3377,{α}
3378,"{α, η}"
3379,"{α, η}"
3380,{α}
3381,{α}
3382,{α}
3383,{α}
3384,{α}
3385,{other}
3386,{other}
3387,{α}
3388,{α}
3389,{other}
3390,{α}
3391,{α}
3392,{α}
3393,{α}
3394,{α}
3395,{other}
3396,{α}
3397,{α}
3398,{α}
3399,{α}
3400,"{α, ε}"
3401,{α}
3402,{}
3403,{α}
3404,"{α, β}"
3405,{α}
3406,"{α, η}"
3407,{α}
3408,"{α, η}"
3409,"{α, β}"
3410,{α}
3411,{α}
3412,{α}
3413,"{α, η}"
3414,{other}
3415,{}
3416,{α}
3417,"{α, γ}"
3418,{α}
3419,{}
3420,{α}
3421,{α}
3422,{α}
3423,{α}
3424,{α}
3425,{α}
3426,{}
3427,"{α, η}"
3428,{α}
3429,{α}
3430,{α}
3431,{α}
3432,{α}
3433,"{α, γ}"
3434,{α}
3435,{α}
3436,{α}
3437,{α}
3438,"{α, η}"
3439,"{α, β}"
3440,{α}
3441,{α}
3442,{other}
3443,{α}
3444,{α}
3445,{α}
3446,{α}
3447,"{α, η}"
3448,{other}
3449,{other}
3450,{other}
3451,{other}
3452,{}
3453,{α}
3454,{α}
3455,{α}
3456,{α}
3457,{α}
3458,{α}
3459,"{α, η}"
3460,{α}
3461,{α}
3462,{α}
3463,{α}
3464,{α}
3465,{α}
3466,{α}
3467,"{α, η}"
3468,{α}
3469,{α}
3470,{α}
3471,{other}
3472,{α}
3473,"{α, γ}"
3474,{α}
3475,{α}
3476,{α}
3477,{α}
3478,"{α, ε, θ}"
3479,{other}
3480,{α}
3481,{α}
3482,{α}
3483,"{α, η}"
3484,{α}
3485,{α}
3486,{α}
3487,"{α, η}"
3488,{α}
3489,{α}
3490,{α}
3491,{α}
3492,"{α, β}"
3493,{α}
3494,"{α, γ}"
3495,"{α, ε}"
3496,{α}
3497,{α}
3498,{}
3499,{α}
3500,{α}
3501,{α}
3502,{α}
3503,{α}
3504,{α}
3505,{α}
3506,{α}
3507,{}
3508,"{α, η}"
3509,"{α, γ}"
3510,"{α, η}"
3511,{α}
3512,{α}
3513,{α}
3514,"{α, γ}"
3515,{α}
3516,{α}
3517,{α}
3518,{α}
3519,"{α, ε}"
3520,{α}
3521,"{α, θ}"
3522,"{α, γ}"
3523,"{α, γ}"
3524,{other}
3525,{α}
3526,{α}
3527,{α}
3528,{α}
3529,{α}
3530,{}
3531,{}
3532,{α}
3533,{α}
3534,{}
3535,{α}
3536,{α}
3537,{α}
3538,{α}
3539,{other}
3540,{α}
3541,{α}
3542,{α}
3543,"{α, ε}"
3544,"{α, η}"
3545,{α}
3546,{α}
3547,{α}
3548,{other}
3549,{α}
3550,{α}
3551,{α}
3552,{α}
3553,{α}
3554,{other}
3555,{α}
3556,{α}
3557,{α}
3558,{α}
3559,{α}
3560,"{α, ε}"
3561,{α}
3562,"{α, ψ}"
3563,{α}
3564,{α}
3565,{α}
3566,{α}
3567,{}
3568,{α}
3569,{α}
3570,{α}
3571,{α}
3572,{α}
3573,{α}
3574,"{α, γ}"
3575,{α}
3576,{α}
3577,"{α, γ}"
3578,"{α, γ}"
3579,{α}
3580,{}
3581,"{α, η}"
3582,{α}
3583,"{α, η}"
3584,{other}
3585,{α}
3586,{other}
3587,"{α, η}"
3588,{α}
3589,{α}
3590,{α}
3591,{α}
3592,{other}
3593,{α}
3594,{other}
3595,{}
3596,"{α, β}"
3597,"{α, η}"
3598,{α}
3599,{α}
3600,"{α, ε}"
3601,{α}
3602,{other}
3603,{α}
3604,{α}
3605,{α}
3606,{}
3607,{other}
3608,{α}
3609,{α}
3610,"{α, γ}"
3611,{α}
3612,{α}
3613,"{α, λ}"
3614,{}
3615,{α}
3616,{α}
3617,{α}
3618,{α}
3619,{α}
3620,{α}
3621,{α}
3622,"{α, γ}"
3623,{α}
3624,{α}
3625,{α}
3626,{α}
3627,"{α, η}"
3628,{α}
3629,{α}
3630,{α}
3631,"{α, η}"
3632,{α}
3633,{α}
3634,{other}
3635,{α}
3636,{α}
3637,{}
3638,"{α, η}"
3639,{α}
3640,{other}
3641,{α}
3642,{other}
3643,{α}
3644,"{α, ε}"
3645,{α}
3646,{α}
3647,{α}
3648,{α}
3649,{α}
3650,{α}
3651,{α}
3652,"{α, θ}"
3653,"{α, η}"
3654,"{α, β}"
3655,{α}
3656,{α}
3657,{α}
3658,{α}
3659,"{α, γ}"
3660,{α}
3661,{α}
3662,"{α, β}"
3663,{other}
3664,{α}
3665,{other}
3666,{α}
3667,"{α, γ}"
3668,{α}
3669,{α}
3670,{α}
3671,{α}
3672,{α}
3673,{α}
3674,{α}
3675,{α}
3676,"{α, θ}"
3677,{α}
3678,"{α, ε}"
3679,{α}
3680,{α}
3681,"{α, η}"
3682,"{α, η}"
3683,{α}
3684,{α}
3685,{α}
3686,{α}
3687,{}
3688,{α}
3689,{α}
3690,{α}
3691,{α}
3692,{α}
3693,{}
3694,{α}
3695,{α}
